Участники гражданского оборота,Тип операции,Сумма операции,Вид расчета,Место оплаты,Терминал оплаты,Дата оплаты,Время оплаты,Результат операции,Cash-back,Сумма cash-back
юр. лицо,списание средств,1648.31,наличный,Минск,Приорбанк-BSTP-746,18-07-2013,20:29:27,неправильный ввод пин-кода,да,33.72
юр. лицо,списание средств,1025.42,безналичный,Минск,Белинвестбанк-SIFP-072,01-12-2003,19:19:47,неправильный ввод пин-кода,да,42.2
юр. лицо,списание средств,4557.2,безналичный,Минск,Приорбанк-UGJU-747,22-12-2000,10:14:31,недостаточно средств,да,205.66
физ. лицо,получение средств,324.52,безналичный,Минск,МаксБанк-SLAE-898,07-08-2010,12:18:32,успешно,нет,0.0
юр. лицо,получение средств,1638.87,наличный,Минск,БелАгропромбанк-HRWP-623,06-10-2004,05:32:01,успешно,нет,0.0
физ. лицо,списание средств,1689.93,наличный,Минск,БелАгропромбанк-PXZQ-261,21-12-2009,04:23:54,неправильный ввод пин-кода,да,28.34
юр. лицо,списание средств,3070.33,безналичный,Минск,Приорбанк-QTHR-055,21-06-2003,02:53:39,успешно,да,157.93
юр. лицо,получение средств,1927.52,наличный,Минск,МаксБанк-NHAP-067,15-06-2015,14:53:46,успешно,нет,0.0
физ. лицо,получение средств,1429.99,наличный,Минск,Беларусбанк-HMNC-805,28-08-2010,06:05:20,успешно,нет,0.0
физ. лицо,получение средств,990.77,наличный,Минск,МаксБанк-THSK-085,24-06-2004,21:45:12,успешно,нет,0.0
физ. лицо,получение средств,1609.69,безналичный,Минск,Беларусбанк-GLHM-544,13-10-2002,01:49:45,успешно,нет,0.0
физ. лицо,списание средств,1707.67,наличный,Минск,Беларусбанк-ATWI-427,17-01-2024,03:52:32,неправильный ввод пин-кода,нет,0.0
физ. лицо,списание средств,1262.04,безналичный,Минск,Беларусбанк-BGLG-120,24-05-2003,23:18:58,недостаточно средств,нет,0.0
физ. лицо,получение средств,3320.17,наличный,Минск,Белинвестбанк-NDGK-643,20-03-2002,10:28:11,успешно,нет,0.0
юр. лицо,списание средств,4150.82,наличный,Минск,Белинвестбанк-ZYYB-140,04-10-2009,18:03:13,недостаточно средств,да,135.55
физ. лицо,списание средств,3398.79,наличный,Минск,Беларусбанк-TJEC-694,24-03-2001,08:42:27,недостаточно средств,да,204.25
юр. лицо,получение средств,2508.88,наличный,Минск,БелАгропромбанк-XPDT-811,15-01-2000,23:38:13,успешно,нет,0.0
физ. лицо,получение средств,3020.78,наличный,Минск,Приорбанк-JDIQ-591,09-05-2015,05:18:32,успешно,нет,0.0
юр. лицо,списание средств,3353.74,безналичный,Минск,МаксБанк-KIAO-205,04-06-2001,17:09:26,недостаточно средств,нет,0.0
физ. лицо,списание средств,1430.37,безналичный,Минск,Беларусбанк-SIVM-570,05-11-2015,20:25:36,неправильный ввод пин-кода,нет,0.0
физ. лицо,получение средств,186.29,безналичный,Минск,Белинвестбанк-RSFD-783,04-08-2018,20:13:15,успешно,нет,0.0
физ. лицо,списание средств,2569.19,безналичный,Минск,Беларусбанк-XGLE-483,07-04-2009,18:10:00,неправильный ввод пин-кода,да,66.38
физ. лицо,списание средств,2445.52,безналичный,Минск,Белинвестбанк-BLIW-135,13-04-2001,16:43:15,неправильный ввод пин-кода,да,116.96
физ. лицо,получение средств,2490.32,безналичный,Минск,БелАгропромбанк-PFBI-463,23-08-2004,17:51:13,успешно,нет,0.0
физ. лицо,списание средств,2975.99,наличный,Минск,МаксБанк-WEFD-839,24-07-2003,14:07:22,успешно,нет,0.0
юр. лицо,получение средств,2979.71,наличный,Минск,БелАгропромбанк-UEUY-957,28-02-2006,03:57:32,успешно,нет,0.0
юр. лицо,получение средств,4500.13,наличный,Минск,Белинвестбанк-YGDP-168,31-07-2016,13:50:15,успешно,нет,0.0
физ. лицо,списание средств,912.52,наличный,Минск,МаксБанк-SLZH-164,24-09-2008,18:58:21,успешно,да,54.12
юр. лицо,получение средств,1967.06,безналичный,Минск,МаксБанк-LIOM-375,12-08-2004,05:28:51,успешно,нет,0.0
физ. лицо,получение средств,4874.94,безналичный,Минск,Беларусбанк-IGOG-869,07-06-2013,04:52:06,успешно,нет,0.0
юр. лицо,получение средств,2597.4,наличный,Минск,Беларусбанк-EUWT-801,08-06-2001,19:35:00,успешно,нет,0.0
физ. лицо,получение средств,239.33,наличный,Минск,МаксБанк-TMJA-769,17-04-2013,01:24:29,успешно,нет,0.0
юр. лицо,списание средств,2561.92,наличный,Минск,БелАгропромбанк-WIZO-773,28-12-2008,17:36:05,неправильный ввод пин-кода,нет,0.0
юр. лицо,списание средств,2277.66,наличный,Минск,Белинвестбанк-ZEHP-849,02-11-2012,17:10:48,успешно,да,66.49
физ. лицо,получение средств,2116.7,наличный,Минск,Белинвестбанк-OFPZ-343,06-08-2018,17:15:19,успешно,нет,0.0
физ. лицо,получение средств,867.95,безналичный,Минск,Белинвестбанк-VXZF-654,31-08-2019,02:46:39,успешно,нет,0.0
физ. лицо,получение средств,3260.59,безналичный,Минск,МаксБанк-BGSY-245,01-06-2023,23:38:13,успешно,нет,0.0
юр. лицо,получение средств,1279.02,безналичный,Минск,МаксБанк-VVLF-465,20-06-2022,01:27:55,успешно,нет,0.0
юр. лицо,получение средств,4096.89,безналичный,Минск,БелАгропромбанк-JELW-883,29-03-2000,17:15:56,успешно,нет,0.0
юр. лицо,списание средств,3386.55,наличный,Минск,Белинвестбанк-ESZG-771,18-02-2019,23:13:14,успешно,нет,0.0
юр. лицо,списание средств,2530.39,наличный,Минск,Приорбанк-BTMW-097,19-08-2002,15:54:32,недостаточно средств,нет,0.0
юр. лицо,списание средств,3614.84,безналичный,Минск,Беларусбанк-METJ-579,23-08-2009,03:43:26,неправильный ввод пин-кода,нет,0.0
юр. лицо,получение средств,3835.78,безналичный,Минск,Белинвестбанк-PJON-322,12-01-2023,14:26:33,успешно,нет,0.0
юр. лицо,списание средств,2257.27,наличный,Минск,МаксБанк-XNVP-319,02-12-2006,03:06:19,успешно,да,217.45
физ. лицо,получение средств,1222.98,наличный,Минск,БелАгропромбанк-IDDM-963,31-03-2015,02:24:03,успешно,нет,0.0
юр. лицо,списание средств,1608.86,безналичный,Минск,Беларусбанк-QBCA-691,14-04-2023,01:24:10,неправильный ввод пин-кода,да,125.48
юр. лицо,получение средств,4061.38,наличный,Минск,Приорбанк-ZJPB-600,12-07-2001,10:18:50,успешно,нет,0.0
